Country,Year,Happiness score,Whisker-high,Whisker-low,Dystopia (1.83) + residual,Explained by: GDP per capita,Explained by: Social support,Explained by: Healthy life expectancy,Explained by: Freedom to make life choices,Explained by: Generosity,Explained by: Perceptions of corruption
Jamaica,2015,5.709000111,,,2.320375919,0.810376465,1.151022434,0.687405825,0.504416943,0.212302193,0.022986867
North Cyprus,2015,5.695000172,,,1.598880768,1.208058357,1.070084691,0.923564553,0.490268856,0.261692375,0.142803371
Cyprus,2015,5.68900013,,,1.889306784,1.208125949,0.893179834,0.923563898,0.406720489,0.306380063,0.061459407
Algeria,2015,5.605000019,,,2.432085276,0.939290345,1.07771945,0.617659211,0.28578639,0.078223124,0.173831969
Kosovo,2015,5.589000225,,,2.765791416,0.801479161,0.811976373,0.631324887,0.247487843,0.283095509,0.047408748
Turkmenistan,2015,5.547999859,,,1.86983633,0.958474755,1.226679325,0.538858354,0.476095021,0.16978839,0.308437437
Mauritius,2015,5.477000237,,,1.761445522,1.007608056,0.985209644,0.709498286,0.560658872,0.377444923,0.075207837
Hong Kong,2015,5.473999977,,,0.654292583,1.386039853,1.058178902,1.013284087,0.596078873,0.394777536,0.37123841
Estonia,2015,5.428999901,,,1.587823391,1.151744604,1.227912426,0.77361238,0.448875725,0.086802408,0.15184319
Indonesia,2015,5.399000168,,,1.863987923,0.828271568,1.087075591,0.637933254,0.466109961,0.515352368,0
Vietnam,2015,5.360000134,,,2.201725721,0.632159889,0.912256658,0.746759236,0.594440401,0.16859895,0.104410298
Turkey,2015,5.331999779,,,2.085283756,1.060984373,0.946318448,0.731723309,0.228151277,0.122533143,0.157455519
Kyrgyzstan,2015,5.285999775,,,2.23270154,0.474278659,1.151154518,0.650883853,0.434773892,0.300302237,0.042315722
Nigeria,2015,5.268000126,,,2.893194675,0.654351711,0.904317796,0.160065219,0.343339592,0.272332489,0.040304787
Bhutan,2015,5.252999783,,,1.637944221,0.770421445,1.103949785,0.574066401,0.532064557,0.479982406,0.15444842
Azerbaijan,2015,5.211999893,,,2.000728369,1.02388835,0.937932074,0.640452564,0.370296299,0.077992857,0.160654008
Pakistan,2015,5.193999767,,,3.107092142,0.595425308,0.414112478,0.514659345,0.121015951,0.336709261,0.104643382
Jordan,2015,5.191999912,,,1.879955769,0.901977181,1.053921461,0.696394384,0.406611413,0.110526644,0.142932028
Montenegro,2015,5.191999912,,,2.100166321,0.974380016,0.905571997,0.72521162,0.182596922,0.161396459,0.142955571
China,2015,5.139999866,,,1.86039567,0.890115082,0.946745396,0.816581011,0.516971171,0.081854478,0.027811555
Zambia,2015,5.129000187,,,2.634297609,0.470377028,0.916116893,0.299243718,0.488269687,0.195910946,0.124676481
Romania,2015,5.124000072,,,1.931293011,1.043446422,0.885876,0.76890105,0.350677639,0.137477651,0.006486494
Serbia,2015,5.123000145,,,2.024996996,0.920528889,1.009644985,0.748359501,0.201068521,0.192308962,0.026170393
Portugal,2015,5.102000237,,,1.264621019,1.159910321,1.139353514,0.875189304,0.514688611,0.137193203,0.010777602
Latvia,2015,5.09800005,,,1.622154713,1.113120317,1.095621109,0.724371076,0.296712548,0.182261601,0.063321523
Philippines,2015,5.072999954,,,1.753595352,0.705324531,1.035159707,0.581138611,0.625445843,0.249910891,0.122786455
Somaliland region,2015,5.05700016,,,2.110318422,0.188465938,0.951519907,0.438726187,0.465816885,0.503183722,0.39928329
Morocco,2015,5.013000011,,,2.453725338,0.734790862,0.6409477,0.609539032,0.416914999,0.071717143,0.085456975
Macedonia,2015,5.006999969,,,1.739330292,0.918506384,1.002323627,0.735445023,0.334573418,0.223587856,0.053271525
Mozambique,2015,4.971000195,,,3.051367521,0.083082244,1.026261091,0.091310002,0.340366632,0.22269091,0.156033382
Albania,2015,4.959000111,,,1.898938656,0.878674865,0.804339111,0.813253522,0.357325524,0.142724946,0.064126752
Bosnia and Herzegovina,2015,4.948999882,,,2.063668013,0.832231998,0.919155002,0.79080683,0.092449896,0.248084307,0.002265672
Lesotho,2015,4.897999763,,,2.798321009,0.375451088,1.041031718,0.076117478,0.317672729,0.163882539,0.125038192
Dominican Republic,2015,4.885000229,,,1.213052034,0.895370483,1.172020555,0.668250024,0.576721132,0.216837183,0.142344996
Laos,2015,4.875999928,,,1.737992525,0.590658903,0.738026381,0.549089015,0.595907927,0.421915621,0.242494509
Mongolia,2015,4.874000072,,,1.347594738,0.828185737,1.300596118,0.602684855,0.43626073,0.332301378,0.026656779
Swaziland,2015,4.867000103,,,2.486763239,0.712063074,1.072835565,0.075655513,0.306583285,0.182591125,0.030599397
Greece,2015,4.856999874,,,1.80101037,1.154060721,0.929333091,0.882125378,0.076986767,0,0.013966628
Lebanon,2015,4.839000225,,,1.570594788,1.025640845,0.8000108,0.839474499,0.339158505,0.21854195,0.045822427
Hungary,2015,4.800000191,,,1.240735769,1.1209445,1.202145576,0.759048104,0.321123451,0.128000975,0.027577423
Honduras,2015,4.788000107,,,1.844075203,0.595318913,0.95348382,0.69510144,0.401483625,0.230274037,0.068247423
Tajikistan,2015,4.785999775,,,2.113991737,0.390471339,0.855627,0.573787391,0.472160459,0.229739264,0.150722235
Tunisia,2015,4.738999844,,,2.124655485,0.88113445,0.604287028,0.737926543,0.262681395,0.06431248,0.063577503
Palestinian Territories,2015,4.715000153,,,2.043837547,0.598673701,0.925576329,0.66015476,0.244985551,0.112507887,0.129046917
Bangladesh,2015,4.693999767,,,2.517665386,0.397527933,0.431060433,0.601635933,0.408203363,0.21221754,0.125694424
Iran,2015,4.68599987,,,1.694404364,1.008795619,0.544470012,0.698050439,0.300327092,0.380855858,0.058626331
Ukraine,2015,4.681000233,,,1.571398735,0.799068451,1.202783346,0.673902035,0.251228005,0.152747855,0.029612312
Iraq,2015,4.677000046,,,1.953347683,0.985494554,0.818892777,0.602370501,0,0.179220855,0.137876898
South Africa,2015,4.642000198,,,1.719561338,0.92049253,1.184683323,0.276875377,0.332065731,0.119730778,0.088842995
Ghana,2015,4.632999897,,,2.309186935,0.545577586,0.679539323,0.401320606,0.423421174,0.23086971,0.043550503
Zimbabwe,2015,4.610000134,,,2.441906929,0.270996839,1.032756805,0.334746748,0.258613229,0.189871266,0.080793202
Liberia,2015,4.571000099,,,2.777285576,0.071201064,0.789675534,0.342009902,0.285307646,0.243620232,0.062319335
India,2015,4.565000057,,,2.275130272,0.644991517,0.381736189,0.515292525,0.397863209,0.264752984,0.084917106
Sudan,2015,4.550000191,,,2.208571911,0.521073341,1.01403892,0.368780583,0.100813977,0.190615997,0.146604657
Haiti,2015,4.518000126,,,2.241728544,0.266731858,0.743016005,0.388472646,0.244250894,0.461869895,0.171754405
Congo (Kinshasa),2015,4.517000198,,,2.867123127,0,1.001195192,0.098059438,0.226053923,0.248336166,0.076245241
Nepal,2015,4.513999939,,,1.956372499,0.359968245,0.864494503,0.568741322,0.382824212,0.322955459,0.059067216
Ethiopia,2015,4.512000084,,,2.448756933,0.190727055,0.604057372,0.440552205,0.434498996,0.243245095,0.150475189
Sierra Leone,2015,4.506999969,,,2.510089874,0.330239266,0.955708325,0,0.408400595,0.214882419,0.087857723
Mauritania,2015,4.43599987,,,2.117734194,0.454066306,0.869077206,0.358738869,0.242323428,0.218996257,0.174611479
Kenya,2015,4.419000149,,,1.785548925,0.364708841,0.998762786,0.414349496,0.422153473,0.375424474,0.058388241
Djibouti,2015,4.368999958,,,2.051249027,0.440250933,0.59206593,0.362909466,0.460744619,0.180925995,0.281047523
Armenia,2015,4.349999905,,,1.758725643,0.768211961,0.777113259,0.72989738,0.198473677,0.078553222,0.039004657
Botswana,2015,4.331999779,,,1.461810589,0.993545473,1.104635477,0.047760095,0.494949549,0.104605667,0.124743
Myanmar,2015,4.30700016,,,1.418045759,0.271075368,0.709050477,0.482462317,0.440170705,0.795884907,0.190335393
Georgia,2015,4.296999931,,,1.595407963,0.741898894,0.385619074,0.729263961,0.405774027,0.055466976,0.383307368
Malawi,2015,4.291999817,,,2.807907104,0.016037127,0.411338568,0.225619152,0.430537462,0.331277519,0.069769599
Sri Lanka,2015,4.270999908,,,0.671078682,0.835236907,1.019052029,0.708063185,0.537261784,0.408277005,0.091785274
Cameroon,2015,4.251999855,,,1.950708389,0.422499567,0.887671173,0.234023601,0.493090123,0.206180543,0.05785707
Bulgaria,2015,4.217999935,,,0.899907351,1.012155771,1.106139421,0.766490281,0.305869937,0.119210646,0.008720639
Egypt,2015,4.193999767,,,1.599271536,0.881795764,0.746999979,0.617118597,0.172880188,0.11290697,0.06324476
Yemen,2015,4.077000141,,,1.923128843,0.546491802,0.680929124,0.400644213,0.355707794,0.091313615,0.07854297
Angola,2015,4.032999992,,,1.94939065,0.757784545,0.860398233,0.166827112,0.103843182,0.123438142,0.071215607
Mali,2015,3.994999886,,,1.792929888,0.260744989,1.035262465,0.205829322,0.388574958,0.187981814,0.123517446
Congo (Brazzaville),2015,3.989000082,,,1.681353807,0.678661227,0.662895381,0.310509413,0.414661437,0.123883106,0.116855279
Comoros,2015,3.95600009,,,1.9581213,0.239056796,0.792731822,0.363150597,0.229166031,0.174410492,0.199003264
Uganda,2015,3.930999994,,,1.427662849,0.211022779,1.132986307,0.338613212,0.457274318,0.290663093,0.072666593
Senegal,2015,3.904000044,,,1.443947315,0.364975125,0.976186156,0.435401499,0.367718875,0.20842503,0.107132979
Gabon,2015,3.895999908,,,0.99895072,1.060235023,0.905277371,0.433721781,0.319144696,0.068215951,0.11090681
Niger,2015,3.845000029,,,1.878767729,0.069399394,0.772647679,0.297070712,0.476916373,0.193865761,0.156391516
Cambodia,2015,3.819000006,,,0.981947184,0.460380256,0.627356291,0.611137867,0.662456036,0.403591365,0.07247062
Tanzania,2015,3.780999899,,,1.380794525,0.285199463,1.002676845,0.382151723,0.328780353,0.343772978,0.057466846
Madagascar,2015,3.680999994,,,1.851003051,0.208244994,0.668012798,0.467208773,0.191839248,0.213333443,0.081239209
Central African Republic,2015,3.677999973,,,2.722296715,0.078501232,0,0.066991791,0.488794893,0.238348737,0.082892984
Chad,2015,3.667000055,,,1.942960024,0.341928661,0.760618269,0.150100246,0.235005915,0.183861569,0.052687205
Guinea,2015,3.655999899,,,1.991716146,0.17416735,0.464749724,0.240090013,0.377252728,0.286567152,0.1213893
Ivory Coast,2015,3.654999971,,,1.417225599,0.465344012,0.771149695,0.151850268,0.468659371,0.201651424,0.17921631
Burkina Faso,2015,3.586999893,,,1.464938164,0.258115262,0.851884007,0.271246433,0.394925207,0.217465699,0.12831977
Afghanistan,2015,3.575000048,,,1.952101231,0.319820851,0.302853048,0.303354174,0.234137744,0.365103781,0.097188368
Rwanda,2015,3.464999914,,,0.670418262,0.222077623,0.77370137,0.428643405,0.592007041,0.226278856,0.551911473
Benin,2015,3.339999914,,,1.633279085,0.286654919,0.353862107,0.319097847,0.484496325,0.182599992,0.080099761
Syria,2015,3.006000042,,,0.328578949,0.663198888,0.474890471,0.721931994,0.156840608,0.471789777,0.189059526
Burundi,2015,2.904999971,,,1.833019495,0.015303019,0.415867239,0.223960981,0.118495755,0.197268695,0.10061989
Togo,2015,2.838999987,,,1.567257762,0.208675504,0.139945194,0.284430087,0.364528298,0.166808575,0.107313327
